title,author,genre,description
Firehall,['Ryan P Freeman'],General,"Now that Rien's tale has come full circle, he faces the consequences Firehall harbors for him. With a Princess's love and a newfound legacy, Rien readies to face his darkest..."
The Baffle Book,"['Lassiter Wren', 'Randle McKay']",['Games & Activities'],"Includes fifteen detective puzzles, the unravelling of which requires you to develop your latent powers of observation and deduction. In words, charts, and diagrams, this work puts you at the..."
Unofficial S Club 7 Bk,['OUP'],"['Reconstruction (U.S. history, 1865-1877)']","A history of the Reconstruction period and the movements of reform, immigration, industrialization, and urbanization."
Codes galore (HiMAP),"['Nancy Crisler', 'Gary Froelich']",['Mathematics'],"Listen here for author Nancy Crisler's introduction to Discrete Mathematics Through Applications. Written specifically for high school courses, Discrete Mathematics Through Applications is designed to help you put the established..."
Open Range and Parking Lots: Southwest Photographs (University of Arizona Southwest Center series),"['Virgil Hancock', 'Gregory McNamee']",['Photography'],"The color photographs record decay and despair with beauty and elegance, accompanied by a text that plumbs the cultural backdrop of the contemporary American Southwest."
Search Engine Visibility,['Shari Thurow'],['Computers'],"Search Engine Visibility is about designing, writing, and creating a web site primarily for a site's visitors, and helping them find what they are searching for via the major search..."
Twenty-four Hours,['Anonymous'],['Self-Help'],"This best-selling meditation book for those in recovery offers daily thoughts, meditations, and prayers for living a clean and sober life. Since 1954, Twenty-Four Hours a Day has become a..."
The Ten Grandmothers (Civilization of American Indian),['Alice Lee Marriott'],['Social Science'],?Once in a blue moon (which means a fairly long cycle in my case) one who deals professionally with new books comes upon something that seems to him truly noteworthy...
Sky determines,['Ross Calvin'],['Human geography'],Description of how the sky influences the desert environment and human history in New Mexico.
Get Rich Slowly: Building Your Financial Future Through Common Sense,['William T. Spitz'],['Business & Economics'],"Describes a five-step process to formulate a sensible investment program, and tells how to expect and prepare for the amount of risk necessary to reap the benefits"
Paul: Follower of Jesus or Founder of Christianity?,['David Wenham'],['Religion'],David Wenham has returned with new vigor to the old question of the relationship of Pauline thought to the life and teachings of Jesus -- back cover.
The Era of Good Feelings,['George Dangerfield'],['History'],"Winner of the Pulitzer and Bancroft prizes, this is the standard history of the years between Jefferson and Jackson. ""An agile piece of historical writing--witty, selective, and illuminating.""--New Yorker."
Cold Iron,['Miles Cameron'],['Fiction'],"A young mage-in-training takes up the sword and is unwittingly pulled into a violent political upheaval, in the first book of this epic fantasy trilogy by Miles Cameron, author of..."
101 Best Ways to Be Your Best,['Jay A. Block'],['Business & Economics'],"THE PROVEN FIVE-STEP STRATEGY FOR FINDING THE JOB OF YOUR DREAMS! “If you are serious about landing a quality job quickly in today’s job market, this book will practically guarantee..."
Touch the Top of the World: A Blind Man's Journey to Climb Farther Than the Eye Can See (John March Novel),['Michelle Deangelis'],['Self-Help'],"Life can really suck. But it doesn't have to. With the help of esteemed consultant and coach Michelle DeAngelis, life can really rock. DeAngelis serves up a combination of street-smart..."
To See Your Face Again,['Eugenia Price'],['Fiction'],"The second installment in the Savannah Quartet saga traces the romance between Burke Latimer, a Southern tycoon who loses his fortune, and Natalie Browning, who follows the ruined Latimer to..."
Beginner's Yoruba (Hippocrene Beginner's Series),['Kayode J. Fakinlede'],['Foreign Language Study'],"""Beginner's Yoruba"" is now available with two accompanying audio CDs. It provides an introduction to the Yoruba language, which is spoken by over 30 million people in south-western Nigeria, parts..."
Youth Ministry in the 21st Century: The Encyclopedia of Practical Ideas,['Group Publishing'],['Religion'],Focuses on eight of the conclusions from the National Study of Youth & Religion conducted in the U.S. in 2003. Each of the eight chapters discusses one of the conclusions...
Kaplan GRE Exam Vocabulary Flashcards Flip-O-Matic,Unknown,['Study Aids'],"Kaplan GRE Exam Vocabulary Flashcards Flip-O-Maticfeatures: *500 of the most difficult words frequently tested on the GRE; includes definitions, synonyms, sample sentences, and a pronunciation key Flip your way to..."
Small-Circle Jujitsu,['Wally Jay'],['Sports & Recreation'],"The complete system of small-circle jujutsu. Fully illustrated, this book covers falling, key movements, resuscitation, all forms of joint locks, throwing techniques, chokes and self-defense applications. Wally Jay is a..."
The Cosmic Code: Book VI of the Earth Chronicles,['Zecharia Sitchin'],"['Body, Mind & Spirit']","Many thousands of years ago, a group of extraterrestrials from another planet guided the evolution of life on Earth—determining the existence and nature of humankind as we know it today...."
"The Life Of Riley / Naked In New England (Harlequin Duets, No 56)",['Colleen Hoover'],['Fiction'],"In this “brave and heartbreaking novel that digs its claws into you and doesn’t let go, long after you’ve finished it” (Anna Todd, New York Times bestselling author) from the..."
Principles of Pharmacology,"['David E. Golan', 'Armen H. Tashjian', 'Ehrin J. Armstrong']",['Medical'],"Now in its third edition, Principles of Pharmacology presents content in a conceptual framework that maximizes understanding and retention and minimizes rote memorization. It takes students ""beyond the disease"" and..."
Curzon's Persia,"['George Nathaniel Curzon Marquis of Curzon', 'Marquess George Nathaniel Curzon Curzon of Kedleston']",['Eastern question (Central Asia)'],"George Nathaniel Curzon (1859-1925) was a British politician, traveler, and writer who served as viceroy of India from 1899 to 1905 and foreign secretary from 1919 to 1924. As a..."
A Lexicon Abridged from Liddell and Scott's Greek-English Lexicon,"['Henry George Liddell', 'Robert Scott']",['Foreign Language Study'],"This abridgement of the world's most authoritative dictionary of ancient Greek is intended chiefly for use in schools. To this end, some of the more specialized words relating to medicine..."
Animal song,"[""K'wan""]",['Fiction'],"When the Grand Design is finally revealed it will spell the last ride for Mr. Armed and Brokenhearted. In this final installment of the widely popular “Animal” series, we find..."
Overture and Finale: Rodgers and Hammerstein and the Creation of Their Two Greatest Hits,['Max Wilk'],['Performing Arts'],In this tale of the most phenomenal collaboration in Broadway history - that of Richard Rodgers and Oscar Hammerstein II - Overture and Finale revisits the creation of their two...
"Frauds, Scams and Cons",['Duane Swierczynski'],['Law'],"-- The main target for scams are those 50 years of age or older. -- This book will expose all the latest scams, frauds, and cons -- and can be..."
"Harlow, an intimate biography",['Irving Shulman'],['Biography & Autobiography'],"Harlow, An Intimate Biography, is the biography of Jean Harlow, the first of the typically American love goddesses as well as a presentation of the big-studio feudalism of the Thirties..."
The Queen of the Sixth Grade (Kennedy School Kids),['Ilene Cooper'],['Clubs'],"After helping her supposed best friend Veronica found the sixth grade's secret club, the Awesome Kennedy Girls, Robin accidentally gets on her wrong side and discovers how bossy and cruel..."
Best Little Stories from the White House,['C. Brian Kelly'],['History'],"Behind the White House's impressive facade lies the long history of the men who have lived and governed within it's walls. From births to deaths, weddings to funerals, the White..."
Appleton & Lange's Review of Cardiovascular Interventional Technology Examination,['Appleton Historical Society'],['History'],"Appleton's rich beginnings found their source at Lawrence Institute, the university in the woods, on the Fox River. Rev. Henry Colman and Rev. William Sampson chose the bluff on the..."
Build Your Own .NET Language and Compiler,['Edward G. Nilges'],['Computers'],* Includes a complete QuickBasic compiler with source code. We cannot overstress that this is a huge marketing hook. Virtually every experienced programmer today started out with some version of...
More Than They Promised: The Studebaker Story,['Thomas E. Bonsall'],['Transportation'],This lavishly illustrated book (86 integrated illustrations) is the complete story of the Studebaker company from its beginnings to its end in 1966.
